Provider CCN,CCN Facility Type,CCN category,Number of Beds,Total Costs,Cost of Charity Care,Total Income,Net Income,Net Patient Revenue,Total Days Title XVIII,Total Discharges Title XVIII,Fiscal Year Begin Date,Fiscal Year End Date
130028,STH,C,142.0,251121800.0,1870490.0,69953808.0,69953808.0,366744047.0,9251.0,1995.0,01-01-2021,12/31/2021
130065,STH,C,41.0,247079977.0,118768.0,63764263.0,63767898.0,344317480.0,395.0,193.0,01-01-2021,12/31/2021
130066,STH,C,32.0,86031931.0,25731.0,9461903.0,9459086.0,108295736.0,956.0,368.0,01-01-2021,12/31/2021
130074,STH,C,88.0,103644764.0,226096.0,-20506457.0,-20506457.0,81994507.0,4153.0,853.0,01-01-2021,12/31/2021
140013,STH,C,109.0,103539978.0,1913621.0,51189903.0,37035437.0,138632693.0,5107.0,1117.0,01-01-2021,12/31/2021
140059,STH,C,46.0,44751036.0,66366.0,1895819.0,1895820.0,54196715.0,1584.0,483.0,07-01-2021,06/30/2022
140062,STH,C,334.0,373605431.0,3054530.0,-72831257.0,-75068218.0,353890596.0,45318.0,8373.0,09-01-2021,08/31/2022
140065,STH,C,159.0,158228650.0,3557635.0,9011548.0,9011548.0,176877526.0,14415.0,3058.0,01-01-2021,12/31/2021
140100,STH,C,73.0,239079771.0,2918870.0,1113542212.0,1113542212.0,1383765350.0,1560.0,279.0,07-01-2021,09/30/2022
140122,STH,C,244.0,225957141.0,4758241.0,60967946.0,60953496.0,295073396.0,12102.0,2406.0,01-01-2021,12/31/2021
140211,STH,C,134.0,309457500.0,4348036.0,66159020.0,66383020.0,411272468.0,15252.0,4023.0,09-01-2021,08/31/2022
140231,STH,C,294.0,631924068.0,9236258.0,93349870.0,93349866.0,751348141.0,26539.0,5804.0,07-01-2021,06/30/2022
140291,STH,C,176.0,263390626.0,2383012.0,81465837.0,81847763.0,364783645.0,16312.0,3937.0,01-01-2021,12/31/2021
151312,CAH,A,25.0,34666740.0,1099922.0,9718037.0,9718037.0,39116104.0,1538.0,290.0,01-01-2021,12/31/2021
180079,STH,C,34.0,54811243.0,666704.0,5147105.0,5123927.0,71201667.0,1590.0,403.0,10-01-2020,09/30/2021
190050,STH,C,49.0,44965137.0,1338603.0,4950098.0,3896977.0,38301246.0,2314.0,467.0,11-01-2020,10/31/2021
190176,STH,C,431.0,457134589.0,6697496.0,-75367578.0,-75367579.0,473617210.0,16222.0,3087.0,01-01-2021,12/31/2021
190308,STH,C,40.0,43543255.0,173081.0,2784078.0,2784078.0,39651957.0,1110.0,272.0,01-01-2021,12/31/2021
200018,STH,C,41.0,126783467.0,296135.0,-3091225.0,-3091225.0,133461854.0,3318.0,560.0,10-01-2020,09/30/2021
200020,STH,C,54.0,150723074.0,190917.0,6342187.0,6342187.0,198449874.0,4694.0,973.0,01-01-2021,12/31/2021
200050,STH,C,45.0,87889253.0,255259.0,-943447.0,-943447.0,83559939.0,3719.0,571.0,10-01-2020,09/30/2021
210017,STH,C,26.0,54592567.0,4236134.0,-6299180.0,-6540626.0,67558052.0,2790.0,693.0,07-01-2021,06/30/2022
220083,STH,C,58.0,110645334.0,68875.0,704315.0,704315.0,118507993.0,8223.0,1690.0,10-01-2020,09/30/2021
220084,STH,C,111.0,272570619.0,720981.0,43256691.0,42400030.0,300936943.0,7824.0,2031.0,10-01-2020,09/30/2021
220088,STH,C,75.0,207779311.0,282490.0,28428853.0,28428853.0,216016043.0,6411.0,2552.0,10-01-2020,09/30/2021
220108,STH,C,102.0,123417077.0,231026.0,13273780.0,13273780.0,139982157.0,12097.0,2801.0,10-01-2020,09/30/2021
220171,STH,C,345.0,896764313.0,6128798.0,81658243.0,71190807.0,1033757997.0,50636.0,8898.0,10-01-2020,09/30/2021
231313,CAH,A,15.0,14741823.0,11967.0,2056764.0,2056764.0,14254882.0,222.0,65.0,01-01-2021,12/31/2021
240056,STH,C,109.0,238798985.0,719706.0,8959424.0,8959424.0,268419956.0,5849.0,621.0,01-01-2021,12/31/2021
240066,STH,C,68.0,130561960.0,315104.0,21306880.0,21306880.0,149544989.0,3879.0,1156.0,01-01-2021,12/31/2021
241311,CAH,A,20.0,17129261.0,114001.0,4404249.0,4404249.0,18120049.0,629.0,78.0,01-01-2021,12/31/2021
250031,STH,C,183.0,87078219.0,5412210.0,11898859.0,11898859.0,102457078.0,7358.0,1317.0,07-01-2021,06/30/2022
250093,STH,C,152.0,38466385.0,1172842.0,-1445144.0,-1445144.0,52046058.0,4332.0,795.0,04-01-2021,03/31/2022
250099,STH,C,173.0,88868464.0,2394917.0,-11000061.0,-11001014.0,96026049.0,6341.0,1241.0,10-01-2020,09/30/2021
260176,STH,C,88.0,85778012.0,2098998.0,-16867659.0,-16867659.0,72109681.0,2136.0,551.0,07-01-2021,06/30/2022
270086,STH,C,20.0,86816378.0,36281.0,26155582.0,26155582.0,115857850.0,2309.0,625.0,01-01-2021,12/31/2021
290003,STH,C,676.0,675367104.0,34170695.0,74595935.0,74589462.0,799753918.0,35798.0,5887.0,02-01-2021,01/31/2022
290009,STH,C,356.0,267559495.0,1060788.0,24214819.0,24214819.0,293900112.0,17147.0,3235.0,01-01-2021,12/31/2021
290012,STH,C,10.0,28599282.0,1630809.0,5891844.0,5891844.0,29990010.0,391.0,45.0,07-01-2021,06/30/2022
300005,STH,C,86.0,76940059.0,725013.0,-27004782.0,-27004782.0,69640056.0,3111.0,696.0,10-01-2020,04/30/2021
300011,STH,C,160.0,189945760.0,1014774.0,6969784.0,6969784.0,231558749.0,8641.0,1846.0,01-01-2021,12/31/2021
300023,STH,C,99.0,232922546.0,2900149.0,77172592.0,76705822.0,278670922.0,8826.0,1867.0,10-01-2020,09/30/2021
310012,STH,C,335.0,637153488.0,6195128.0,156978515.0,156978515.0,869665583.0,38542.0,6787.0,01-01-2021,12/31/2021
310031,STH,C,86.0,162897315.0,5748758.0,1498490.0,1498490.0,203460961.0,8265.0,1515.0,01-01-2021,12/31/2021
320002,STH,C,193.0,350645368.0,10024401.0,47746396.0,43107144.0,552324417.0,13537.0,2807.0,07-01-2021,06/30/2022
320011,STH,C,70.0,65816434.0,2523859.0,7369285.0,7369285.0,78741440.0,1464.0,294.0,01-01-2021,12/31/2021
320030,STH,C,34.0,47585032.0,278870.0,-2618340.0,-2915681.0,58850731.0,735.0,285.0,07-01-2021,06/30/2022
320067,STH,C,10.0,5779165.0,147904.0,148807.0,148807.0,6708978.0,137.0,43.0,07-01-2021,06/30/2022
330006,STH,C,106.0,208593599.0,8157634.0,686339.0,686339.0,187422357.0,4723.0,590.0,01-01-2021,12/31/2021
330030,STH,C,101.0,91005567.0,2140196.0,1963441.0,11209085.0,103609165.0,4983.0,1009.0,01-01-2021,12/31/2021
330085,STH,C,53.0,78059498.0,148726.0,-132241.0,1361939.0,76280075.0,3549.0,718.0,01-01-2021,12/31/2021
330166,STH,C,9.0,11506696.0,265875.0,-2679808.0,-2679808.0,8095662.0,257.0,65.0,01-01-2021,12/31/2021
330182,STH,C,364.0,643331426.0,6492065.0,189941048.0,199191000.0,884418262.0,55879.0,10200.0,01-01-2021,12/31/2021
330205,STH,C,60.0,67359266.0,525490.0,10086141.0,-2784219.0,80462189.0,2691.0,624.0,01-01-2021,12/31/2021
330270,STH,C,205.0,817071823.0,5526099.0,59860926.0,104768176.0,1026986404.0,14243.0,4275.0,01-01-2021,12/31/2021
330273,STH,C,82.0,135009369.0,1927377.0,-10691835.0,-6646042.0,121098850.0,6864.0,1493.0,10-01-2020,09/30/2021
330331,STH,C,156.0,225063855.0,2502521.0,-3352356.0,-3171000.0,218931858.0,20715.0,3309.0,01-01-2021,12/31/2021
330332,STH,C,203.0,138311422.0,2672273.0,1095170.0,996000.0,148665198.0,13989.0,2522.0,01-01-2021,12/31/2021
330401,STH,C,254.0,257200550.0,3245935.0,-8966385.0,-8912000.0,263145318.0,23013.0,4171.0,01-01-2021,12/31/2021
330406,STH,C,17.0,53457831.0,379660.0,-5600238.0,-5913541.0,51063015.0,592.0,52.0,07-01-2021,06/30/2022
330411,STH,C,33.0,5273562.0,1860.0,-2678533.0,-2678533.0,2858289.0,762.0,27.0,03-02-2021,12/31/2021
340023,STH,C,73.0,170358922.0,5754981.0,25313408.0,25313408.0,233674305.0,4444.0,983.0,01-01-2021,12/31/2021
350006,STH,C,152.0,315326256.0,2162302.0,18339172.0,18339172.0,478369384.0,15564.0,2713.0,07-01-2021,06/30/2022
360065,STH,C,78.0,132321150.0,756160.0,20864859.0,20864859.0,158280663.0,4222.0,1305.0,01-01-2021,12/31/2021
370029,STH,C,45.0,24392680.0,561455.0,-2144427.0,-2144427.0,22358644.0,879.0,214.0,04-01-2021,03/31/2022
370041,STH,C,49.0,55645902.0,13489.0,298352.0,298352.0,58713989.0,1047.0,589.0,01-01-2021,12/31/2021
370139,STH,C,26.0,11652851.0,90214.0,-407547.0,-407547.0,8676357.0,1239.0,109.0,01-01-2021,12/31/2021
370203,STH,C,45.0,104316534.0,20891.0,44175944.0,44175944.0,159025413.0,1545.0,574.0,01-01-2021,12/31/2021
370227,STH,C,36.0,32562890.0,2330405.0,2330845.0,2329833.0,38250618.0,1168.0,313.0,07-01-2021,06/30/2022
380051,STH,C,453.0,702624870.0,29567880.0,-54450473.0,-54450473.0,836915852.0,26121.0,4015.0,07-01-2021,06/30/2022
410013,STH,C,77.0,104142190.0,1864295.0,4975642.0,4975642.0,102070573.0,5107.0,1039.0,10-01-2020,09/30/2021
420002,STH,C,280.0,250905892.0,18013449.0,85421250.0,85421250.0,370410447.0,17385.0,2887.0,06-01-2021,05/31/2022
430008,STH,C,49.0,52493406.0,421958.0,21188804.0,21188804.0,76574553.0,2249.0,479.0,01-01-2021,12/31/2021
430089,STH,C,38.0,54847245.0,145074.0,41183137.0,41178405.0,103949023.0,776.0,281.0,01-01-2021,12/31/2021
430090,STH,C,33.0,73857994.0,1903358.0,39033378.0,39033378.0,126027651.0,1180.0,708.0,01-01-2021,12/31/2021
431333,CAH,A,11.0,9900373.0,937566.0,1371420.0,1363980.0,11961174.0,611.0,62.0,01-01-2021,12/31/2021
450021,STH,C,844.0,993181807.0,83147095.0,342536539.0,342537847.0,1107818395.0,52462.0,7542.0,07-01-2021,06/30/2022
450028,STH,C,240.0,144028136.0,14244293.0,22835655.0,22835655.0,187581078.0,8397.0,1473.0,05-01-2021,04/30/2022
450042,STH,C,225.0,302784178.0,26438400.0,1851766.0,2190690.0,295101610.0,16495.0,3443.0,07-01-2021,06/30/2022
450068,STH,C,1076.0,1837255489.0,134826199.0,191269327.0,191269327.0,2360466693.0,37572.0,5656.0,07-01-2021,06/30/2022
450079,STH,C,205.0,227393260.0,29783338.0,-28371299.0,-28371299.0,234509728.0,11543.0,2146.0,07-01-2021,06/30/2022
450152,STH,C,208.0,116065798.0,12647442.0,9234696.0,9234696.0,140677111.0,6881.0,1440.0,10-01-2020,09/30/2021
450155,STH,C,32.0,28304434.0,4659724.0,8137292.0,8171022.0,17204484.0,619.0,142.0,10-01-2020,09/30/2021
450196,STH,C,129.0,109119186.0,4453804.0,22756174.0,22756174.0,146132315.0,10708.0,2685.0,07-01-2021,06/30/2022
450229,STH,C,599.0,582165202.0,32824123.0,135579740.0,97621775.0,663047650.0,32177.0,6512.0,09-01-2021,08/31/2022
450237,STH,C,387.0,530495011.0,51994752.0,-19032525.0,-19032525.0,529523806.0,24449.0,5125.0,07-01-2021,06/30/2022
450411,STH,C,19.0,19249037.0,1341221.0,7073404.0,6009327.0,12376884.0,955.0,183.0,07-01-2021,06/30/2022
450451,STH,C,16.0,16942499.0,1706490.0,214871.0,23907.0,11005149.0,311.0,107.0,10-01-2020,09/30/2021
450460,STH,C,25.0,11622211.0,1819022.0,1929688.0,1907571.0,7412004.0,326.0,98.0,07-01-2021,06/30/2022
450498,STH,C,14.0,11135037.0,1776210.0,31104708.0,3276712.0,8355019.0,716.0,114.0,10-01-2020,09/30/2021
450508,STH,C,160.0,59092916.0,11910072.0,814001.0,772979.0,54399926.0,4095.0,701.0,07/16/2021,06/30/2022
450578,STH,C,15.0,17554849.0,649867.0,8693610.0,2857084.0,11368947.0,843.0,105.0,10-01-2020,09/30/2021
450584,STH,C,28.0,20980954.0,479282.0,6061353.0,5862385.0,22092564.0,1697.0,352.0,10-01-2020,09/30/2021
450641,STH,C,18.0,11965208.0,2227201.0,4079428.0,4079428.0,9709418.0,900.0,221.0,07-01-2021,06/30/2022
450711,STH,C,320.0,204176021.0,25836777.0,67772293.0,67772276.0,263620918.0,10778.0,1834.0,10-01-2020,09/30/2021
450804,STH,C,49.0,108301425.0,519649.0,99266229.0,99266220.0,215120348.0,2346.0,1316.0,01-01-2021,12/31/2021
450851,STH,C,53.0,150350008.0,2946973.0,82262821.0,81191695.0,241834396.0,3597.0,1069.0,07-01-2021,06/30/2022
450853,STH,C,68.0,112039163.0,381153.0,27680259.0,21189972.0,145670414.0,583.0,189.0,01-01-2021,12/31/2021
451352,CAH,A,24.0,10382599.0,998738.0,278483.0,232764.0,7544585.0,523.0,81.0,01-01-2021,12/31/2021
451361,CAH,A,25.0,10014942.0,769594.0,3396494.0,3355748.0,8379176.0,817.0,155.0,01-01-2021,12/31/2021
460019,STH,C,33.0,77796091.0,671908.0,9222366.0,8839963.0,112096809.0,817.0,257.0,07-01-2021,06/30/2022
500084,STH,C,27.0,40839132.0,562549.0,-6083700.0,4666768.0,43537557.0,836.0,171.0,01-01-2021,12/31/2021
520027,STH,C,105.0,100775815.0,904141.0,-4940682.0,-4940682.0,118611020.0,4898.0,839.0,07-01-2021,03/31/2022
520038,STH,C,35.0,53541766.0,513615.0,17571746.0,17547746.0,74822034.0,1488.0,363.0,01-01-2021,12/31/2021
520062,STH,C,58.0,108826927.0,136674.0,17377672.0,17377672.0,123696365.0,3629.0,959.0,10-01-2020,09/30/2021
520095,STH,C,36.0,74428828.0,264848.0,7050208.0,7050208.0,98811322.0,1833.0,780.0,01-01-2021,12/31/2021
520109,STH,C,40.0,70618750.0,858708.0,8883433.0,8883433.0,88592386.0,1246.0,360.0,10-01-2020,09/30/2021
520160,STH,C,147.0,272285783.0,3020183.0,52494890.0,51679863.0,348008687.0,6501.0,1459.0,01-01-2021,12/31/2021
520194,STH,C,30.0,42204158.0,43305.0,30834562.0,30834562.0,77597297.0,752.0,401.0,01-01-2021,12/31/2021
520205,STH,C,16.0,40869129.0,169724.0,30154378.0,30154378.0,71534326.0,502.0,236.0,01-01-2021,12/31/2021
520207,STH,C,132.0,219173902.0,1129380.0,59002167.0,58956577.0,293459635.0,9107.0,1819.0,01-01-2021,12/31/2021
520213,STH,C,32.0,22376625.0,66702.0,517226704.0,517226704.0,538127079.0,114.0,46.0,07-01-2021,06/30/2022
530006,STH,C,71.0,92958872.0,2898719.0,6518251.0,5926972.0,135726485.0,5950.0,1106.0,07-01-2021,06/30/2022
530012,STH,C,226.0,199163171.0,15670431.0,13653657.0,19256670.0,267152148.0,18877.0,3645.0,01-01-2021,12/31/2021
670025,STH,C,109.0,268872418.0,7115903.0,175284408.0,175284409.0,450335629.0,13853.0,2797.0,01-01-2021,12/31/2021
670059,STH,C,30.0,42532434.0,380023.0,10681512.0,10681512.0,53886597.0,560.0,221.0,07-01-2021,06/30/2022
670060,STH,C,70.0,86039552.0,1014268.0,16432940.0,15600375.0,109320106.0,4754.0,960.0,01-01-2021,12/31/2021
670067,STH,C,24.0,58785832.0,1236573.0,66177850.0,66154350.0,131377498.0,1119.0,622.0,01-01-2021,12/31/2021
670069,STH,C,23.0,60491720.0,39451.0,4507286.0,4507286.0,79395362.0,554.0,290.0,01-01-2021,12/31/2021
670107,STH,C,24.0,24422283.0,721589.0,7270151.0,7270151.0,33528666.0,178.0,60.0,01-01-2021,12/31/2021
670122,STH,C,186.0,400166223.0,17747054.0,95341798.0,95341798.0,469341072.0,17483.0,3833.0,01-01-2021,12/31/2021
670131,STH,C,15.0,26662737.0,2940234.0,-5089144.0,-4655949.0,22122130.0,292.0,94.0,09-01-2021,08/31/2022
670309,STH,C,59.0,67758942.0,5813495.0,-45988996.0,-45988996.0,31674359.0,664.0,165.0,12-01-2020,12/31/2021
10022,STH,C,45.0,12669227.0,281157.0,300804.0,300804.0,8758312.0,370.0,82.0,07-01-2021,12/31/2021
10049,STH,C,99.0,51784148.0,2219454.0,9979455.0,9979455.0,63693730.0,4190.0,878.0,01-01-2021,12/31/2021
10083,STH,C,112.0,109120840.0,4983653.0,63223684.0,63223684.0,160929247.0,8184.0,1894.0,10-01-2020,09/30/2021
10120,STH,C,46.0,27786094.0,1039457.0,3693459.0,3693459.0,26644189.0,1074.0,247.0,10-01-2020,09/30/2021
10126,STH,C,41.0,31239876.0,511986.0,5151401.0,5151401.0,35084989.0,691.0,189.0,04-01-2021,03/31/2022
10150,STH,C,44.0,22150405.0,1992778.0,3958512.0,3958512.0,21262976.0,1297.0,248.0,10-01-2020,09/30/2021
20006,STH,C,125.0,152187855.0,2193071.0,83818440.0,83818440.0,284144760.0,10405.0,1815.0,01-01-2021,12/31/2021
20012,STH,C,122.0,241311766.0,487685.0,24238010.0,24231921.0,285075842.0,5661.0,1210.0,01-01-2021,12/31/2021
20017,STH,C,166.0,221535251.0,5110782.0,152200777.0,152200777.0,363811607.0,16896.0,2607.0,01-01-2021,12/31/2021
30013,STH,C,406.0,473289676.0,8327228.0,167472222.0,167472222.0,643078950.0,19562.0,4413.0,10-01-2020,09/30/2021
30061,STH,C,410.0,359041202.0,3160566.0,-21941066.0,-21941066.0,356416612.0,23865.0,4661.0,01-01-2021,12/31/2021
30065,STH,C,629.0,713447074.0,19391913.0,147593096.0,147593096.0,901573180.0,28651.0,4793.0,01-01-2021,12/31/2021
30083,STH,C,128.0,99354611.0,2347976.0,15274144.0,15274144.0,122149534.0,4137.0,833.0,10-01-2020,09/30/2021
30085,STH,C,258.0,282462874.0,1908174.0,33032511.0,33032511.0,315663270.0,14015.0,3237.0,10-01-2020,09/30/2021
30088,STH,C,318.0,296199232.0,3375891.0,-52755982.0,-52755982.0,250154689.0,23684.0,4054.0,01-01-2021,12/31/2021
30089,STH,C,539.0,574341412.0,11151657.0,74294425.0,74294425.0,675952694.0,19920.0,3358.0,01-01-2021,12/31/2021
30094,STH,C,270.0,308678775.0,3912725.0,49359732.0,49359732.0,404375524.0,14550.0,3151.0,04-01-2021,03/31/2022
30105,STH,C,108.0,132224419.0,968792.0,32069157.0,32069157.0,165549443.0,7934.0,1745.0,01-01-2021,12/31/2021
30110,STH,C,197.0,182329827.0,5554851.0,50502863.0,50502863.0,285091315.0,10345.0,2011.0,05-01-2021,04/30/2022
30114,STH,C,111.0,102899655.0,428837.0,16008805.0,16008805.0,121370879.0,6289.0,1743.0,10-01-2020,09/30/2021
30122,STH,C,185.0,421498805.0,4189396.0,67584553.0,67584553.0,528509247.0,10952.0,1769.0,01-01-2021,12/31/2021
30123,STH,C,120.0,164576137.0,2648855.0,7744487.0,7744487.0,182608344.0,12761.0,2965.0,01-01-2021,12/31/2021
30148,STH,C,18.0,11187051.0,125193.0,-1119566.0,-1119566.0,9890296.0,225.0,69.0,01-08-2021,09/30/2021
40014,STH,C,216.0,206920848.0,11382519.0,59997196.0,59997196.0,283367893.0,15958.0,3993.0,10-01-2020,09/30/2021
40018,STH,C,74.0,14023430.0,1262098.0,9309819.0,9232161.0,11996962.0,193.0,62.0,01-01-2021,12/31/2021
40019,STH,C,48.0,27247741.0,478477.0,8841078.0,8841063.0,30286941.0,1802.0,333.0,10-01-2020,09/30/2021
40047,STH,C,38.0,19375901.0,159491.0,5386378.0,5386378.0,18337793.0,1058.0,343.0,10-01-2020,09/30/2021
40084,STH,C,130.0,77925440.0,1843380.0,-1584475.0,-1584475.0,90221133.0,4768.0,1175.0,07-01-2021,06/30/2022
40118,STH,C,180.0,203113735.0,3469003.0,29855916.0,29612507.0,250700483.0,22162.0,4047.0,10-01-2020,09/30/2021
40134,STH,C,112.0,161319874.0,27327.0,17926882.0,17926370.0,185781941.0,10503.0,2666.0,10-01-2020,09/30/2021
50017,STH,C,283.0,530613430.0,7581806.0,-1990279.0,-1990279.0,616147315.0,14837.0,2956.0,07-01-2021,06/30/2022
50045,STH,C,161.0,168225592.0,930007.0,-16468928.0,-16468933.0,168771024.0,9788.0,1547.0,07-01-2021,06/30/2022
50057,STH,C,430.0,706125935.0,4162255.0,-17647106.0,-17647106.0,661550878.0,34909.0,5256.0,07-01-2021,06/30/2022
50100,STH,C,832.0,1005144610.0,21221141.0,386570794.0,386570794.0,1368345361.0,25148.0,4854.0,10-01-2020,09/30/2021
50110,STH,C,60.0,99756509.0,889740.0,9374869.0,9374869.0,138035882.0,4158.0,913.0,07-01-2021,06/30/2022
50124,STH,C,116.0,176089088.0,3281970.0,1564100.0,1564100.0,159813774.0,7914.0,1940.0,07-01-2021,06/30/2022
50194,STH,C,106.0,140299621.0,486497.0,-30863039.0,-30863039.0,128503720.0,5397.0,1209.0,08-01-2021,07/31/2022
50232,STH,C,98.0,160479202.0,1970238.0,11371815.0,11371815.0,196542986.0,9109.0,1985.0,01-01-2021,12/31/2021
50279,STH,C,55.0,70068672.0,971546.0,4286938.0,4286938.0,83994425.0,1364.0,348.0,06-01-2021,05/31/2022
50357,STH,C,24.0,77308458.0,1512007.0,24683864.0,25476320.0,104452358.0,1328.0,500.0,01-01-2021,12/31/2021
50360,STH,C,310.0,429009516.0,4890363.0,22956095.0,-5910632.0,429120127.0,16135.0,3281.0,01-01-2021,12/31/2021
50424,STH,C,150.0,305168326.0,1010694.0,68731200.0,68731200.0,376764945.0,8717.0,2137.0,10-01-2020,09/30/2021
50457,STH,C,110.0,194703256.0,3887805.0,-43585273.0,-43585273.0,200505053.0,7818.0,1334.0,07-01-2021,06/30/2022
50471,STH,C,340.0,368343679.0,5340064.0,-19828856.0,-19828856.0,409931021.0,15760.0,2931.0,10-01-2020,09/30/2021
50589,STH,C,114.0,85639110.0,1668823.0,10719734.0,10719734.0,109543274.0,2603.0,620.0,06-01-2021,05/31/2022
50636,STH,C,95.0,172380833.0,907855.0,22172065.0,19397123.0,202496280.0,6367.0,1143.0,07-01-2021,06/30/2022
50641,STH,C,102.0,55509619.0,572136.0,2830726.0,2606663.0,63586948.0,1081.0,227.0,01-01-2021,12/31/2021
50779,STH,C,131.0,323302850.0,23719811.0,-20081829.0,-20081829.0,137291739.0,5689.0,1036.0,07-01-2021,06/30/2022
60001,STH,C,208.0,294980853.0,8568705.0,-19616433.0,-19616433.0,330987631.0,12447.0,1830.0,01-01-2021,12/31/2021
100019,STH,C,550.0,542132216.0,31440243.0,79276984.0,79026830.0,556633370.0,40401.0,7607.0,10-01-2020,09/30/2021
100030,STH,C,216.0,222108703.0,16621546.0,37630496.0,37630496.0,270274809.0,13283.0,3020.0,10-01-2020,09/30/2021
100047,STH,C,81.0,70390917.0,3309616.0,1003574.0,1003574.0,74180085.0,7720.0,1510.0,10-01-2020,09/30/2021
100070,STH,C,229.0,156118971.0,2866943.0,2155018.0,2155018.0,172996683.0,15377.0,3363.0,01-01-2021,12/31/2021
100071,STH,C,244.0,118042580.0,6584659.0,17279107.0,17279107.0,133067813.0,8284.0,1627.0,10-01-2020,09/30/2021
100080,STH,C,616.0,536208544.0,44417334.0,73124470.0,73124471.0,652770644.0,31577.0,6387.0,07-01-2021,06/30/2022
100099,STH,C,11.0,71775100.0,2455370.0,-5754595.0,-5754595.0,77998451.0,4062.0,860.0,07-01-2021,06/30/2022
100110,STH,C,351.0,328094359.0,34627076.0,140255954.0,140255954.0,473776095.0,17917.0,2914.0,01-01-2021,12/31/2021
100121,STH,C,72.0,67285337.0,5543473.0,13317391.0,13317391.0,87070363.0,2658.0,584.0,01-01-2021,12/31/2021
100126,STH,C,167.0,82096451.0,4465852.0,2757125.0,2757125.0,89558866.0,7685.0,1570.0,10-01-2020,09/30/2021
100137,STH,C,193.0,199302048.0,7756896.0,17527030.0,17527030.0,251979420.0,9197.0,1642.0,07-01-2021,06/30/2022
100142,STH,C,66.0,59609479.0,2501230.0,6652051.0,6652048.0,76126733.0,5323.0,897.0,10-01-2020,09/30/2021
100150,STH,C,99.0,76874446.0,5247731.0,30601601.0,30601601.0,112505515.0,3598.0,754.0,10-01-2020,09/30/2021
100168,STH,C,371.0,548545388.0,6859874.0,15955862.0,13024620.0,595510879.0,38201.0,7514.0,10-01-2020,09/30/2021
100177,STH,C,150.0,159608076.0,9566209.0,26322079.0,26382744.0,152588697.0,7928.0,1886.0,10-01-2020,09/30/2021
100180,STH,C,168.0,83554325.0,9661275.0,28254725.0,28254725.0,111827776.0,5936.0,1223.0,05-01-2021,04/30/2022
100204,STH,C,462.0,454192585.0,25920297.0,153373076.0,153373076.0,639292419.0,43679.0,8754.0,03-01-2021,02/28/2022
100206,STH,C,168.0,130520175.0,10911867.0,21964988.0,21965001.0,158881772.0,5837.0,1119.0,11-01-2020,10/31/2021
100211,STH,C,75.0,66735547.0,4180536.0,4956922.0,4956922.0,73423553.0,3646.0,847.0,10-01-2020,09/30/2021
100217,STH,C,145.0,108545875.0,2435749.0,-13528646.0,-13528646.0,110706760.0,6472.0,1638.0,01-01-2021,12/31/2021
100220,STH,C,624.0,482327069.0,16351648.0,147100794.0,147372643.0,558427551.0,48321.0,8385.0,10-01-2020,09/30/2021
100223,STH,C,189.0,230945320.0,21466907.0,107236551.0,107236678.0,343637147.0,20071.0,4096.0,06-01-2021,05/31/2022
100224,STH,C,257.0,122877135.0,10617385.0,18960391.0,18960391.0,137867619.0,8698.0,1527.0,05-01-2021,04/30/2022
100228,STH,C,250.0,215369251.0,11624927.0,95346452.0,95346457.0,308930523.0,14753.0,2835.0,02-01-2021,01/31/2022
100232,STH,C,87.0,65167299.0,5933718.0,6004094.0,6004160.0,80445629.0,7125.0,1656.0,09-01-2021,08/31/2022
100236,STH,C,233.0,168720669.0,5225516.0,30213356.0,30213365.0,203442182.0,20063.0,4132.0,01-01-2021,12/31/2021
100244,STH,C,291.0,248029820.0,11162529.0,125624774.0,125580899.0,339985640.0,24633.0,4922.0,10-01-2020,09/30/2021
100248,STH,C,245.0,289975443.0,18908284.0,71465878.0,71465883.0,363656879.0,17266.0,3250.0,03-01-2021,02/28/2022
100252,STH,C,100.0,63620407.0,4949675.0,30547604.0,30547606.0,86389136.0,4938.0,1066.0,05-01-2021,04/30/2022
100267,STH,C,100.0,58648525.0,2471065.0,7965489.0,7965489.0,67923618.0,5709.0,1592.0,01-01-2021,12/31/2021
100289,STH,C,230.0,395518574.0,4641458.0,50748368.0,50748368.0,453872813.0,19576.0,3665.0,01-01-2021,12/31/2021
100320,STH,C,76.0,81676646.0,7994964.0,22509683.0,22509683.0,114775554.0,3755.0,711.0,07-01-2021,06/30/2022
100330,STH,C,43.0,41709295.0,2759673.0,-2419780.0,-2419780.0,36895053.0,1244.0,231.0,10-01-2020,09/30/2021
110030,STH,C,119.0,129043904.0,10915921.0,353311418.0,353311418.0,167137508.0,9583.0,1795.0,10-01-2020,09/30/2021
110125,STH,C,125.0,113313828.0,8870731.0,42182592.0,42182639.0,170769884.0,8343.0,1519.0,05-01-2021,04/30/2022
110168,STH,C,217.0,280707869.0,7344945.0,440976645.0,-69017790.0,706131551.0,20180.0,3743.0,07-01-2021,06/30/2022
110189,STH,C,50.0,31252455.0,922678.0,-3095073.0,-3095088.0,31035565.0,1171.0,273.0,01-01-2021,12/31/2021
110200,STH,C,68.0,87781400.0,5899738.0,23234148.0,21825725.0,119755315.0,5725.0,1201.0,07-01-2021,06/30/2022
110201,STH,C,79.0,52342249.0,192163.0,436163.0,436163.0,59242929.0,2233.0,590.0,07-01-2021,06/30/2022
130013,STH,C,96.0,187334564.0,5737578.0,18534483.0,18348492.0,234422902.0,6139.0,1111.0,07-01-2021,06/30/2022
