Provider CCN,CCN Facility Type,CCN category,Number of Beds,Total Costs,Cost of Charity Care,Total Income,Net Income,Net Patient Revenue,Total Days Title XVIII,Total Discharges Title XVIII,Fiscal Year Begin Date,Fiscal Year End Date
161305,CAH,A,25.0,13498815.0,4291.0,1731970.0,1731970.0,13514830.0,557.0,83.0,07-01-2021,06/30/2022
171333,CAH,A,18.0,28107787.0,692064.0,6046370.0,6046370.0,30221662.0,2423.0,307.0,01-01-2021,12/31/2021
171380,CAH,A,21.0,53456010.0,3051723.0,4093874.0,4093874.0,53078652.0,2925.0,611.0,01-01-2021,12/31/2021
281345,CAH,A,21.0,22424594.0,337831.0,8460155.0,7437223.0,24679953.0,1213.0,172.0,01-01-2021,12/31/2021
310052,STH,C,315.0,401344225.0,6755989.0,-72982301.0,-72982301.0,449200985.0,37343.0,6475.0,01-01-2021,12/31/2021
340187,STH,C,50.0,36272008.0,740692.0,14697073.0,14697073.0,51313015.0,688.0,218.0,07-01-2021,12/31/2021
420026,STH,C,332.0,179206485.0,1646025.0,-49301446.0,-49301446.0,143315949.0,5180.0,2024.0,08-01-2021,06/30/2022
90008,STH,C,157.0,116238791.0,416801.0,-9632064.0,-9632064.0,83909891.0,8057.0,1103.0,10-01-2020,09/30/2021
100045,STH,C,154.0,155034131.0,10021268.0,14701416.0,14701416.0,192606325.0,10001.0,2001.0,01-01-2021,12/31/2021
100092,STH,C,274.0,162310904.0,5548440.0,6909031.0,6909031.0,175425742.0,10304.0,2138.0,01-01-2021,12/31/2021
100166,STH,C,139.0,144249582.0,6818642.0,38111784.0,38111784.0,187994823.0,13022.0,3098.0,01-01-2021,12/31/2021
100315,STH,C,84.0,132070416.0,3367928.0,36694670.0,36650683.0,146316733.0,7357.0,1966.0,10-01-2020,09/30/2021
100316,STH,C,120.0,124918519.0,9710014.0,17866147.0,17414003.0,128301509.0,8823.0,1974.0,10-01-2020,09/30/2021
140292,STH,C,122.0,86352018.0,3715953.0,2179488.0,2179488.0,96165340.0,6009.0,1041.0,01-01-2021,12/31/2021
171338,CAH,A,16.0,14488981.0,58109.0,1312914.0,1312914.0,14366135.0,1248.0,136.0,01-01-2021,12/31/2021
171368,CAH,A,14.0,15447168.0,37721.0,634630.0,632325.0,12002067.0,800.0,106.0,01-01-2021,12/31/2021
210011,STH,C,271.0,289476017.0,8750484.0,212753.0,-2307926.0,479743681.0,17517.0,3410.0,07-01-2021,06/30/2022
310010,STH,C,206.0,428932789.0,6071793.0,61118973.0,61118973.0,556865213.0,22962.0,4340.0,07-01-2021,06/30/2022
320004,STH,C,50.0,158239289.0,3016092.0,12752440.0,12752440.0,213598467.0,4684.0,1024.0,07-01-2021,06/30/2022
331315,CAH,A,25.0,24185201.0,100499.0,-546442.0,-225559.0,23678230.0,2171.0,81.0,01-01-2021,12/31/2021
340016,STH,C,82.0,80943934.0,2779686.0,1046964.0,1046964.0,117604774.0,3682.0,784.0,08-01-2021,07/31/2022
360006,STH,C,750.0,1230724480.0,44429181.0,253252352.0,253252352.0,1674486656.0,51697.0,9453.0,07-01-2021,06/30/2022
360051,STH,C,878.0,1041138804.0,7043311.0,311642634.0,299976877.0,1279518459.0,49560.0,9160.0,01-01-2021,12/31/2021
360070,STH,C,317.0,276101648.0,2620319.0,6123572.0,6123572.0,368249295.0,14512.0,2671.0,01-01-2021,12/31/2021
360109,STH,C,56.0,38715856.0,255391.0,14921502.0,14921502.0,58343149.0,2422.0,564.0,01-01-2021,12/31/2021
360123,STH,C,122.0,166823826.0,4096189.0,15162785.0,15162785.0,188087873.0,9174.0,2268.0,01-01-2021,12/31/2021
360132,STH,C,158.0,147851833.0,3980920.0,10082210.0,10082210.0,163167450.0,7214.0,1454.0,01-01-2021,12/31/2021
360133,STH,C,317.0,472823092.0,10315922.0,145741527.0,145741527.0,650965832.0,13090.0,2556.0,01-01-2021,12/31/2021
360170,STH,C,83.0,78788754.0,2175502.0,2601148.0,2601148.0,87039146.0,2250.0,557.0,07-01-2021,06/30/2022
390316,STH,C,15.0,34603213.0,6597.0,19457925.0,19000762.0,55462608.0,398.0,251.0,01-01-2021,12/31/2021
420055,STH,C,36.0,38571583.0,2717414.0,-2056292.0,-2056292.0,33078204.0,2535.0,534.0,07-01-2021,06/30/2022
420071,STH,C,290.0,285901106.0,14231561.0,108136575.0,108136575.0,398882645.0,16385.0,2994.0,10-01-2020,09/30/2021
420080,STH,C,109.0,99608048.0,3233405.0,46361481.0,46361481.0,170131269.0,11296.0,2612.0,01-01-2021,12/31/2021
420087,STH,C,266.0,348506025.0,19077237.0,69426916.0,69312405.0,422575803.0,23023.0,4543.0,01-01-2021,12/31/2021
420109,STH,C,49.0,45302852.0,3202102.0,1471902.0,1471902.0,52250841.0,2680.0,439.0,10-01-2020,09/30/2021
450033,STH,C,356.0,286832917.0,26885935.0,74290814.0,74290814.0,403348830.0,15152.0,2555.0,09-01-2021,08/31/2022
450054,STH,C,608.0,1017423371.0,58164984.0,117611875.0,117611875.0,1794443541.0,36993.0,6154.0,09-01-2021,08/31/2022
450137,STH,C,398.0,408322467.0,19192906.0,71596042.0,71596042.0,464673995.0,22430.0,3942.0,10-01-2020,09/30/2021
450148,STH,C,75.0,67045848.0,8278000.0,-2544920.0,-2544920.0,77237054.0,2885.0,650.0,10-01-2020,09/30/2021
450176,STH,C,270.0,111615933.0,11865908.0,2486961.0,2277034.0,119683624.0,6990.0,1319.0,01-01-2021,12/31/2021
450194,STH,C,38.0,40095498.0,3231580.0,-311786.0,-311786.0,40223664.0,1619.0,279.0,11-01-2020,10/31/2021
450389,STH,C,127.0,94598375.0,9596828.0,21783688.0,21783688.0,107612964.0,5757.0,1296.0,05-01-2021,04/30/2022
450518,STH,C,188.0,125772026.0,7998623.0,8444287.0,8444287.0,142010949.0,6030.0,1405.0,12-01-2020,11/30/2021
450654,STH,C,48.0,34728050.0,1358104.0,4638365.0,4596739.0,33210588.0,1057.0,244.0,10-01-2020,09/30/2021
450827,STH,C,41.0,31957379.0,212866.0,4073576.0,4073576.0,35064968.0,1163.0,395.0,01-01-2021,12/31/2021
450856,STH,C,30.0,48588034.0,9473.0,8250841.0,8250839.0,54837175.0,1124.0,495.0,01-01-2021,12/31/2021
451377,CAH,A,25.0,31651147.0,6531765.0,35946832.0,35622636.0,17209505.0,695.0,123.0,01-01-2021,12/31/2021
511322,CAH,A,25.0,42343892.0,573915.0,7586837.0,7586837.0,59976320.0,2550.0,530.0,01-01-2021,12/31/2021
50570,STH,C,400.0,329961297.0,2713711.0,-3703485.0,-3703485.0,354491773.0,16868.0,2546.0,01-01-2021,12/31/2021
60116,STH,C,177.0,258351571.0,1956903.0,50805205.0,35471621.0,328776322.0,5153.0,1074.0,01-01-2021,12/31/2021
111310,CAH,A,25.0,17655580.0,981731.0,-381501.0,-381501.0,26243158.0,1486.0,256.0,01-01-2021,12/31/2021
180024,STH,C,63.0,26308319.0,165165.0,6805524.0,6805524.0,44523508.0,1090.0,334.0,10-01-2020,09/30/2021
180040,STH,C,789.0,763513038.0,9117388.0,165443671.0,165443671.0,1031988448.0,29130.0,4182.0,07-01-2021,06/30/2022
180046,STH,C,34.0,24853059.0,155309.0,15727850.0,15727850.0,53028077.0,703.0,187.0,06-01-2021,05/31/2022
180066,STH,C,75.0,17678503.0,154437.0,-2195793.0,-2195793.0,22362634.0,1160.0,178.0,03-01-2021,02/28/2022
180092,STH,C,54.0,76440886.0,540900.0,30572913.0,30572913.0,152414390.0,3185.0,853.0,05-01-2021,04/30/2022
180101,STH,C,75.0,62043045.0,417702.0,18787948.0,18787948.0,117159379.0,1244.0,324.0,03-01-2021,02/28/2022
180105,STH,C,49.0,15022287.0,78424.0,1895460.0,1895460.0,19350497.0,2227.0,476.0,03-01-2021,02/28/2022
180132,STH,C,188.0,159312437.0,774826.0,44163622.0,44163622.0,289789688.0,11897.0,2175.0,01-01-2021,12/31/2021
190184,STH,C,40.0,13947143.0,7511.0,835372.0,835372.0,12210682.0,1120.0,245.0,04-01-2021,03/31/2022
190201,STH,C,108.0,70899918.0,1815661.0,-719328.0,-719328.0,70624140.0,388.0,116.0,07-01-2021,06/30/2022
320086,STH,C,27.0,47243941.0,461047.0,9167008.0,9167008.0,57937887.0,1443.0,352.0,01-01-2021,12/31/2021
340014,STH,C,912.0,1189952412.0,52982479.0,123535711.0,123535711.0,1554471513.0,51801.0,8150.0,01-01-2021,12/31/2021
340015,STH,C,189.0,228034664.0,13449564.0,8246961.0,8246961.0,269859925.0,12532.0,2007.0,01-01-2021,12/31/2021
340040,STH,C,847.0,1006904587.0,51085976.0,146009020.0,146009020.0,1238027840.0,63383.0,10522.0,10-01-2020,09/30/2021
340099,STH,C,70.0,72700212.0,4015476.0,5437312.0,5437312.0,92119525.0,6591.0,1079.0,10-01-2020,09/30/2021
340132,STH,C,111.0,95161495.0,4066062.0,4025095.0,4025095.0,122360903.0,5922.0,1105.0,11-01-2020,10/31/2021
340148,STH,C,22.0,59098474.0,1440334.0,24443324.0,24443326.0,96800617.0,621.0,188.0,01-01-2021,12/31/2021
340158,STH,C,59.0,96563454.0,6767946.0,18257929.0,18257929.0,133622706.0,7526.0,1655.0,01-01-2021,12/31/2021
340173,STH,C,203.0,259505720.0,13543370.0,36625717.0,36625717.0,310162578.0,16679.0,3355.0,10-01-2020,09/30/2021
340183,STH,C,135.0,156537915.0,6309081.0,80504664.0,80504661.0,278205487.0,8503.0,1796.0,01-01-2021,12/31/2021
340186,STH,C,83.0,78918194.0,4126709.0,2656716.0,2656716.0,94768622.0,6188.0,1308.0,10-01-2020,09/30/2021
370001,STH,C,424.0,485902062.0,8142762.0,37126917.0,37126917.0,563802300.0,26722.0,4763.0,07-01-2021,06/30/2022
370015,STH,C,14.0,25151316.0,643325.0,5411399.0,5411399.0,29870326.0,602.0,169.0,04-01-2021,03/31/2022
370099,STH,C,24.0,13366618.0,669623.0,-3096108.0,-3096108.0,12303974.0,834.0,203.0,12-01-2020,11/30/2021
370234,STH,C,44.0,140650207.0,1219213.0,6699475.0,6699475.0,151304237.0,6373.0,1638.0,01-01-2021,12/31/2021
420049,STH,C,166.0,201629600.0,12098263.0,29802686.0,29802686.0,224647943.0,12454.0,2406.0,10-01-2020,09/30/2021
420051,STH,C,524.0,597830846.0,34360612.0,80893390.0,80893390.0,782438359.0,44775.0,7812.0,10-01-2020,09/30/2021
420073,STH,C,527.0,435560179.0,23776307.0,77856561.0,77856561.0,958073163.0,30256.0,4993.0,02-01-2021,09/30/2021
420103,STH,C,48.0,90383740.0,2692868.0,16159146.0,16159146.0,113501785.0,3969.0,834.0,10-01-2020,09/30/2021
420105,STH,C,155.0,177822056.0,9193640.0,39221995.0,39221992.0,245007936.0,17116.0,3391.0,10-01-2020,09/30/2021
450015,STH,C,801.0,1596794818.0,562493326.0,271912365.0,271959768.0,938711304.0,19493.0,2511.0,10-01-2020,09/30/2021
450035,STH,C,181.0,220786928.0,23493044.0,1904680.0,1904680.0,234036949.0,4176.0,784.0,11-01-2020,10/31/2021
450083,STH,C,359.0,398731155.0,29883480.0,32824954.0,32825232.0,434067796.0,32439.0,5929.0,11-01-2020,10/31/2021
